wrds_filing_id,issuer_id,issuer_name,issuer_trading_symbol,issuer_sic,filing_date,acceptance_date,publication_date,document_10b5one_flag,reporting_owner_id,reporting_owner_name,is_director,is_officer,officer_title,is_other,other_text,is_ten_percent_owner,trans_date,trans_acquired_disposed_code,trans_code,trans_price_per_share,trans_shares,direct_or_indirect_ownership,equity_swap_involved,trans_form_type,shares_owned_following_trans,value_owned_following_trans,transaction_10b5one_flag
33839,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033273,"ASTON, JR G. ROBERT",1,1,Executive Chairman of the Board TowneBank,0,,0,2023-07-17,A,J,25,1,D,,4,337893,,
33839,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033273,"ASTON, JR G. ROBERT",1,1,Executive Chairman of the Board TowneBank,0,,0,2023-07-17,A,J,25,2,I,,4,78831,,
33839,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033273,"ASTON, JR G. ROBERT",1,1,Executive Chairman of the Board TowneBank,0,,0,2023-07-17,A,J,25,1,I,,4,78832,,
33840,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033274,BRAY RICHARD S,1,0,,0,,0,2023-07-17,A,J,25,2,I,,4,2950,,
33841,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033275,CLARK ROBERT L,0,1,Senior Executive Vice President and Chief Operating Officer,0,,0,2023-07-17,A,J,25,4,D,,4,11043,,
33842,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033276,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-07-17,A,J,25,4,D,,4,5415,,
33843,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033277,FOSTER III WILLIAM I,1,1,President and Chief Executive Officer TowneBank,0,,0,2023-07-17,A,J,25,13,D,,4,41289,,
33844,0000035095,TOWNEBANK,TOWN,,2023-07-25,2023-07-25,2023-07-25,,0000033278,"MONTERO, II JUAN M",1,0,,0,,0,2023-07-17,A,J,25,2,D,,4,16046,,
33845,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033279,CHERRY BRADFORD L,1,0,,0,,0,2023-07-14,A,J,24,177,D,,4,154121,,
33845,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033279,CHERRY BRADFORD L,1,0,,0,,0,2023-07-14,A,J,24,13,I,,4,2406,,
33846,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033280,LEWIS W. ASHTON,1,0,,0,,0,2023-07-14,A,J,24,347,I,,4,38893,,
33847,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033281,MORGAN R. SCOTT,1,0,,0,,0,2023-07-14,A,J,24,24,I,,4,3344,,
33848,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033282,MORRISON WILLIAM T,1,1,President and Chief Executive Officer of the Towne Financial Services Group,0,,0,2023-07-14,A,J,24,1525,D,,4,149768,,
33849,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033283,RUDISILL PHILIP M,0,1,Senior Executive VP and Chief Credit Officer TowneBank,0,,0,2023-07-14,A,J,24,121,D,,4,35381,,
33850,0000035095,TOWNEBANK,TOWN,,2023-07-27,2023-07-27,2023-07-27,,0000033284,WITT ALAN S,1,0,,0,,0,2023-07-14,A,J,24,188,D,,4,97306,,
33851,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033285,LEITZELL CYNTHIA F,1,0,,0,,0,,,,,,D,,3,19468,,
33852,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033286,KENT HOWARD F,1,0,,0,,0,,,,,,D,,3,128638,,
33852,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033286,KENT HOWARD F,1,0,,0,,0,,,,,,I,,3,29941,,
33853,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033287,FISH ANDREW F,1,0,,0,,0,,,,,,D,,3,9125,,
33853,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033287,FISH ANDREW F,1,0,,0,,0,,,,,,I,,3,2925,,
33853,0000058481,FIRST BANK,FRBA,,2023-07-25,2023-07-25,2023-07-25,,0000033287,FISH ANDREW F,1,0,,0,,0,,,,,,I,,3,2780,,
33854,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-07-26,2023-07-26,2023-07-26,,0000033288,YOUNGWORTH JACQUELINE M,1,0,,0,,0,,,,,,I,,4,1000,,
33854,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-07-26,2023-07-26,2023-07-26,,0000033288,YOUNGWORTH JACQUELINE M,1,0,,0,,0,,,,,,I,,4,17704,,
33854,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-07-26,2023-07-26,2023-07-26,,0000033288,YOUNGWORTH JACQUELINE M,1,0,,0,,0,2023-07-24,D,S,219,250,I,,4,7996,,
33854,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-07-26,2023-07-26,2023-07-26,,0000033288,YOUNGWORTH JACQUELINE M,1,0,,0,,0,,,,,,I,,4,12625,,
33856,0000058481,FIRST BANK,FRBA,,2023-07-28,2023-07-28,2023-07-28,,0000033289,FISH ANDREW F,1,0,,0,,0,2023-07-26,A,A,12,1254,D,,4,10379,,
33857,0000058481,FIRST BANK,FRBA,,2023-07-28,2023-07-28,2023-07-28,,0000033290,LEITZELL CYNTHIA F,1,0,,0,,0,2023-07-26,A,A,12,1254,D,,4,20722,,
33858,0000058481,FIRST BANK,FRBA,,2023-07-28,2023-07-28,2023-07-28,,0000033291,KENT HOWARD F,1,0,,0,,0,2023-07-26,A,A,12,1254,D,,4,129892,,
33860,0000035095,TOWNEBANK,TOWN,,2023-08-01,2023-08-01,2023-08-01,,0000033292,"LAYNE, JR AUBREY L",1,0,,0,,0,2023-07-31,D,S,25,3000,D,,4,15438,,
33860,0000035095,TOWNEBANK,TOWN,,2023-08-01,2023-08-01,2023-08-01,,0000033292,"LAYNE, JR AUBREY L",1,0,,0,,0,2023-07-31,A,P,25,3000,D,,4,18438,,
33861,0000035095,TOWNEBANK,TOWN,,2023-08-02,2023-08-02,2023-08-02,,0000033293,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2023-07-31,D,G,25,100,D,,4,48064,,
33862,0000035095,TOWNEBANK,TOWN,,2023-08-02,2023-08-02,2023-08-02,,0000033294,DIAZ DENYS D,0,1,Executive Vice President and Chief Information Officer TowneBank,0,,0,2023-07-31,A,M,25,1069,D,,4,9701,,
33862,0000035095,TOWNEBANK,TOWN,,2023-08-02,2023-08-02,2023-08-02,,0000033294,DIAZ DENYS D,0,1,Executive Vice President and Chief Information Officer TowneBank,0,,0,2023-07-31,D,F,25,322,D,,4,9379,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,2023-08-04,D,S,225,45,D,,4,7350,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,750,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,200,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,276,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,276,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,350,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,400,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,400,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,350,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,400,,
33863,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-04,2023-08-04,2023-08-04,,0000033295,MOSER SCOTT L,1,0,,0,,0,,,,,,I,,4,150,,
33864,0000035095,TOWNEBANK,TOWN,,2023-08-07,2023-08-07,2023-08-07,,0000033296,WITT ALAN S,1,0,,0,,0,2023-08-04,D,S,25,31,D,,4,97275,,
33865,0000035095,TOWNEBANK,TOWN,,2023-08-10,2023-08-10,2023-08-10,,0000033297,"LAYNE, JR AUBREY L",1,0,,0,,0,2023-08-07,A,P,25,1000,D,,4,19438,,
33866,0000035095,TOWNEBANK,TOWN,,2023-08-09,2023-08-09,2023-08-09,,0000033298,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-08-08,D,S,25,575,D,,4,4840,,
33867,0000035095,TOWNEBANK,TOWN,,2023-08-10,2023-08-10,2023-08-10,,0000033299,FINE ANDREW S,1,0,,0,,0,2023-08-08,A,P,25,160,I,,4,289374,,
33868,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033300,AMATO JACQUELINE B,1,0,,0,,0,2023-04-12,A,J,26,76,D,,4,130199,,
33868,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033300,AMATO JACQUELINE B,1,0,,0,,0,2023-06-30,D,J,24,2,D,,4,130197,,
33869,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033301,"ASTON, JR G. ROBERT",1,1,Executive Chairman of the Board TowneBank,0,,0,2023-04-12,A,J,26,114,D,,4,338007,,
33869,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033301,"ASTON, JR G. ROBERT",1,1,Executive Chairman of the Board TowneBank,0,,0,2023-06-30,D,J,24,4,D,,4,338003,,
33870,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033302,CLARK ROBERT L,0,1,Senior Executive Vice President and Chief Operating Officer TowneBank,0,,0,2023-04-12,A,J,26,33,D,,4,11076,,
33870,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033302,CLARK ROBERT L,0,1,Senior Executive Vice President and Chief Operating Officer TowneBank,0,,0,2023-06-30,D,J,24,1,D,,4,11075,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-04-12,A,J,26,41,D,,4,4881,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-04-13,A,J,26,8,D,,4,4889,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-04-27,A,J,24,9,D,,4,4898,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-05-12,A,J,21,10,D,,4,4908,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-05-30,A,J,24,9,D,,4,4917,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-06-14,A,J,26,8,D,,4,4925,,
33871,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033303,FLY KEVIN L,0,1,Senior Executive VP and Chief Accounting Officer TowneBank,0,,0,2023-06-30,A,J,23,9,D,,4,4934,,
33872,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033304,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2023-04-12,A,J,26,137,D,,4,48201,,
33872,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033304,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2023-04-13,A,J,26,29,D,,4,48230,,
33872,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033304,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2023-04-27,A,J,24,31,D,,4,48261,,
33872,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033304,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2022-05-12,A,J,21,35,D,,4,48296,,
33872,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033304,GLYNN DAWN S,0,1,President and Chief Experience Officer TowneBank,0,,0,2023-06-30,D,J,24,4,D,,4,48292,,
33873,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033305,LITTREAL WILLIAM B,0,1,Senior Executive VP and CFO TowneBank,0,,0,2023-04-12,A,J,26,40,D,,4,75740,,
33873,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033305,LITTREAL WILLIAM B,0,1,Senior Executive VP and CFO TowneBank,0,,0,2023-06-30,D,J,24,1,D,,4,75739,,
33874,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033306,RUDISILL PHILIP M,0,1,Senior Executive VP and Chief Credit Officer TowneBank,0,,0,2023-04-12,A,J,26,94,D,,4,35475,,
33874,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033306,RUDISILL PHILIP M,0,1,Senior Executive VP and Chief Credit Officer TowneBank,0,,0,2023-06-30,D,J,24,3,D,,4,35472,,
33874,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033306,RUDISILL PHILIP M,0,1,Senior Executive VP and Chief Credit Officer TowneBank,0,,0,2023-04-12,A,J,26,1,I,,4,800,,
33875,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033307,SKINNER BRIAN K,0,1,"President, Virginia and Northeastern North Carolina TowneBank",0,,0,2023-04-12,A,J,26,44,D,,4,49657,,
33875,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033307,SKINNER BRIAN K,0,1,"President, Virginia and Northeastern North Carolina TowneBank",0,,0,2023-06-30,D,J,24,1,D,,4,49656,,
33876,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033308,FOSTER III WILLIAM I,1,1,President and Chief Executive Officer TowneBank,0,,0,2023-04-12,A,J,26,75,D,,4,41364,,
33876,0000035095,TOWNEBANK,TOWN,,2023-08-11,2023-08-11,2023-08-11,,0000033308,FOSTER III WILLIAM I,1,1,President and Chief Executive Officer TowneBank,0,,0,2023-06-30,D,J,24,3,D,,4,41361,,
33879,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-14,2023-08-14,2023-08-14,,0000033309,"GAUGHEN, JR. KEVIN W",1,0,,0,,0,2023-08-11,D,J,,4,D,,4,3789,,
33879,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-14,2023-08-14,2023-08-14,,0000033309,"GAUGHEN, JR. KEVIN W",1,0,,0,,0,2023-08-11,A,P,213,1,I,,4,634,,
33879,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-14,2023-08-14,2023-08-14,,0000033309,"GAUGHEN, JR. KEVIN W",1,0,,0,,0,,,,,,I,,4,5158,,
33879,0000090211,HINGHAM INSTITUTION FOR SAVINGS,HIFS,,2023-08-14,2023-08-14,2023-08-14,,0000033309,"GAUGHEN, JR. KEVIN W",1,0,,0,,0,2023-08-11,A,J,,2,I,,4,14,,
